id,key,summary
488687,UNBO-2535,Title Banner Hero prop
488629,UNBO-2534,Add form group descriptions
488615,UNBO-2532,Review for automation - Allow PDF upload
488609,UNBO-2531,review keyboard navigation for accordion 
488564,UNBO-2530,PRAI Google Analytics API
488381,UNBO-2529,Listicle needs to follow the content group heading level stuff
487978,UNBO-2528,Sanity workflow changes for standards
487963,UNBO-2527,Hub - Enable standard ID to show in search as best bet
487633,UNBO-2526,Review for automation - Results per page not organized after clicking
487632,UNBO-2525,Review for automation -  In Nav site search field
487631,UNBO-2524,Review for automation - Remove square brackets from footnotes
487361,UNBO-2523,Verify automation publication coverage against Netlify list
487299,UNBO-2522,Hub - information architecture and drive search functionality
487280,UNBO-2521,Hub - search results logic
487277,UNBO-2520,Hub - checklist to be filtered based on selected filters
487275,UNBO-2519,Hub - next/previous button functionality 
487272,UNBO-2518,Hub - list of accessibility standards
487270,UNBO-2517,Standard ID
487232,UNBO-2516,Add the deploy targets in for standards and wiop
487190,UNBO-2515,CMS edit link > Create New button does not launch a new modal
487173,UNBO-2514,"Update pre production snippet for changes UNBO-810, UNBO-2315 and UNBO-2513  on unilever.com onlly"
487166,UNBO-2513,Contact Us - Content update on location and brand fields
486952,UNBO-2512,Create QA sandbox for forms
486935,UNBO-2511,Update the custom form schema to allow file upload
486934,UNBO-2510,Create a form upload field
486931,UNBO-2509,Email form data
486930,UNBO-2508,Update the DynamoDB keys to be GUID
486929,UNBO-2507,Allow PDF upload
486927,UNBO-2506,Update the custom form to include requirements for the ICNOW
486925,UNBO-2505,ICNOW Form
486783,UNBO-2504,Investigate where AWS Infrastructure integrations 6GB data is being using in New Relic
486750,UNBO-2503,P&S Goal Dashboards - reduce white space
486738,UNBO-2502,P&S - deeper banner images
486736,UNBO-2501,Width of content column
486733,UNBO-2500,Debt Investors - move chart to live page
486697,UNBO-2499,When filtering on PDF pages also come though
486615,UNBO-2498,List all sites from Netlify 
486603,UNBO-2497,Review for automation - selector change for contact form Global
486467,UNBO-2496,"Add Sanity Users - Christine Dobbin, Diana Lucas and Olivia Shaw"
486464,UNBO-2495,Revisit the Slack notifications conditional code
486463,UNBO-2494,Update percy/cli package to latest
486462,UNBO-2493,Document ICNOW form
486428,UNBO-2492,The chapter nav seems to miss items
486383,UNBO-2491,Make the build targets alphabetical 
486373,UNBO-2490,If you search without a query the first item is duplicated with a best bet
486294,UNBO-2489,Review for automation - search header
486291,UNBO-2488,Strategy and Goals component realignment
486290,UNBO-2487,Increase page column width
486289,UNBO-2486,Increase banner depth
486287,UNBO-2485,Update snippet for Abilitynet Report - Review Form Field labling
486285,UNBO-2484,Add CTA option to Feature Title Banner
486279,UNBO-2483,Adobe Analytics - Hungary
486249,UNBO-2482,Sprint 35 automation tasks
486211,UNBO-2481,Chapter Nav height is too deep and could cause issues in certain viewports
486210,UNBO-2480,Tower promos - tablet screen size causes text wrapping in the headings and words are split across multiple lines
486209,UNBO-2479,Chapter nav - tablet size screen shows vertical list and stuck to the browser window top
486186,UNBO-2478,Standard links are undefined 
486042,UNBO-2477,Review for automation - Change behaviour so that documents downloads
485980,UNBO-2476,Investigate issues in Studio Corporate CI workflow
485948,UNBO-2475,Review for Automation - Remove dates from Initiatives on Take Action page
485947,UNBO-2474,Review for Automation - Remove reading times from news articles
485941,UNBO-2473,WIOP V3 should include the Web Preview pane
485933,UNBO-2472,Redirection for the PDF
485914,UNBO-2471,Redirection of pdfs
485807,UNBO-2470,Body Block padding inline
485806,UNBO-2469,Body block missing inline spacing at small screen
485804,UNBO-2468,Migrate WIOP API tests
485750,UNBO-2467,AWS vulnerabilities review - Informational
485747,UNBO-2466,AWS vulnerabilities review and remediation - low
485746,UNBO-2465,AWS vulnerabilities review and remediation - medium
485727,UNBO-2464,Add New Relic dashboard widget for Int tests Non JS
485724,UNBO-2463,Add mobile UserAgents tests to Safari int on Push
485722,UNBO-2462,F/E testing
485709,UNBO-2461,Review for automation - Indexing of all file types
485703,UNBO-2460,Expand studio int tests to include WIOP and Standards
485672,UNBO-2459,AWS vulnerabilities review and remediation - HIGH
485671,UNBO-2458,AWS vulnerabilities review and remediation - CRITICAL
485662,UNBO-2457,Update all OneTrust scripts to match the U.com version
485618,UNBO-2456,Merge reports from container results
485581,UNBO-2455,SEAC multiple filters
485562,UNBO-2454,Create mock up pages for the ICNOW project
485400,UNBO-2453,Remove date range from accessibility hub search 
485388,UNBO-2452,Enable parallel running for Push but only for desktop and mobile not safari
485370,UNBO-2451,Reconfigure the Percy build for localhost snapshots and rebaseline as new
485369,UNBO-2450,Swap out upload artefacts for actions caching
485262,UNBO-2449,GA4 - access for Investis
485161,UNBO-2448,When you navigate though the Hierarchy Browser and click on the preview it shows the home page 
485157,UNBO-2447,Investigate parallel running error with Node 18
485140,UNBO-2446,Dark mode: update SVGs to cater for dark mode
485007,UNBO-2445,Remove playwright-webkit from devDependencies and only install when needed
484978,UNBO-2444,Menu hierarchy links not valid
484976,UNBO-2443,Old sites to decommission
484932,UNBO-2442,Compare snippet from corporate to brands 
484930,UNBO-2441,Review the accessibility of brand contact us forms
484878,UNBO-2440,Provide GA access
484853,UNBO-2439,"Column Charts, label needs to round up"
484827,UNBO-2438,axe - color contrast in variant
484785,UNBO-2437,Review for automation
484764,UNBO-2436,Key pannel error in CMS
484697,UNBO-2435,Enhance CI workflow to handle non yarn build runs
484677,UNBO-2434,Security - Hao Lambda Function security issues
484670,UNBO-2433,Investigate Studio: Corporate Error: Can only finalize pending builds
484585,UNBO-2432,Migrate WIOP to new V3 CMS
484576,UNBO-2431,Links need to be added to category-focused operating model 
484575,UNBO-2430,Add a promo list to the IR page
484574,UNBO-2429,Add a stand first into the block content
484573,UNBO-2428,update brazil stage snippet 
484572,UNBO-2427,Add mega H2 option to the block Styles
484571,UNBO-2426,If you resize the screen to mobile the chapter nav doesn't stop anchoring
484570,UNBO-2425,LEaders in sustainable business doesn't have the right variant or implementation
484569,UNBO-2424,The image is blured if there is no alt text
484567,UNBO-2423,Highlight variant for Unparalleled geographic footprint not right
484566,UNBO-2422,Typography of the callout not quite right
484565,UNBO-2421,Icons for in chapter nav need uploading 
484563,UNBO-2420,Message block variant not quite right
484549,UNBO-2419,Improve usage if yarn install for chained CI builds
484547,UNBO-2418,Investigate GH Actions macos-latest install dependency timeouts
484533,UNBO-2417,Update the standards CMS so it has it's own single workspace
484462,UNBO-2416,Sprint 34 automation tasks
484172,UNBO-2415,Tower promo showing up as one block - Mac Safari 
484171,UNBO-2414,Create IR equity page 
484095,UNBO-2413,sustainability
484061,UNBO-2412,Speed up unit tests on Github Actions
484039,UNBO-2411,Investigate if Cypress can disable JS for testing
484030,UNBO-2410,Text has now shifted from center page to left side 
484019,UNBO-2409,Row block colour contrast issue 
483994,UNBO-2408,Migrate all documents to not use textBlock and multiple bodyBlock's
483690,UNBO-2407,LIBRAS Tool
483588,UNBO-2406,Indexing of all file types 
483584,UNBO-2405,Link list items only show the first two items (even if there are more)
483360,UNBO-2404,Enable PDFs to be excluded from external search indexing
483357,UNBO-2403,Remove square brackets from footnotes
483322,UNBO-2402,Text not being read out once using activation key - NVDA
483320,UNBO-2401,Focus shift is not clear when tabbing through Chapters 
483310,UNBO-2400,Footnotes - avoid duplication when footnote is referenced more than once on the page
483296,UNBO-2399,CMS - cannot scroll page to view full open modals
483293,UNBO-2398,CMS crashed - error not a valid block
483209,UNBO-2397,Make the results CMS a difference colour title
483208,UNBO-2396,Add Domain to results CMS
483203,UNBO-2395,Document moving WIOP CMS 
483202,UNBO-2394,Document moving WIOP API's 
483188,UNBO-2393,Create V3 standards CMS
483177,UNBO-2392,Onetrust Modal cookie banner Update
483082,UNBO-2391,CI cache integration test build for running parallel containers
483073,UNBO-2390,Abilitynet - Mobile style Navigation improper closing disables navigation
483019,UNBO-2389,"Numerous ""Uncaught Error(s) - Cannot resolve a slate point from DOM point: {Object text], 1"" errors encountered on using the <Callout> format"
482998,UNBO-2388,The QA CMS site doesn't automatically build out 
482976,UNBO-2387,Implement cypress -split in Sanity repo
482971,UNBO-2386,Redirect CMS V2 to V3 URL
482959,UNBO-2385,Implement Percy parallel run to match split containers
482949,UNBO-2384,Storybook control changes not updating component 
482937,UNBO-2383,Implement parallel test running with cypress-split package
482903,UNBO-2382,Roll out build fail hook to all production and qa sites
482708,UNBO-2381,Upgrade Cypress to v12.11.0
482702,UNBO-2380,The Sub sites are failing to build
482695,UNBO-2379,Review h1 titles in our company page
482635,UNBO-2378,Add toggle to manually switch dark/light theme
482634,UNBO-2377,Add dark theme styling based on user prefs
482633,UNBO-2376,POC Dark Mode
482622,UNBO-2375,Review Percy for news search
482420,UNBO-2374,Review failures in high chart
482368,UNBO-2373,Staging internal service error
482337,UNBO-2372,Review for Automation - Hero section
482335,UNBO-2371,Execute F/E tests - Hero section
482334,UNBO-2370,Create F/E tests - Hero section
482333,UNBO-2369,Review for Automation - Chapter Nav with Chapter Content Chapters
482331,UNBO-2368,Execute F/E tests - Chapter Nav with Chapter Content Chapters
482330,UNBO-2367,Create F/E tests - Chapter Nav with Chapter Content Chapters
482327,UNBO-2366,The document filter does not have a relevant item in the ordering
482326,UNBO-2365,Review for Automation - Tower Promo
482324,UNBO-2364,Execute F/E tests - Tower Promo
482323,UNBO-2363,Create F/E tests - Tower Promo
482302,UNBO-2362,Review QA smoke test failures
482116,UNBO-2361,Issues with adChoices
482104,UNBO-2360,wiop.unilever.com background image needs changing
482074,UNBO-2359,Add Oleo Chemical Indonesian site to JSON
481962,UNBO-2358,Design - In Nav site search field 
481948,UNBO-2357,There was an error just now on the brands where a Brand Lead didn't have a business group 
481919,UNBO-2356,Axe Pro - Integrate Axe DevTools for Cypress
481876,UNBO-2355,"Rename ""tests"" package"
481834,UNBO-2354,"Filter GA custom header sent from NewRelic ping test ""newrelic:true"""
481444,UNBO-2353,Google analytics showing Linux Bot Traffic
481094,UNBO-2352,Plumbing
481093,UNBO-2351,Backend 
481092,UNBO-2350,Frontend
481071,UNBO-2349,Add into Akamai configuration
481069,UNBO-2348,Add to Google search console 
480865,UNBO-2347,Sprint 33 automation tasks
480863,UNBO-2346,Migrated extendedImage to assetImage
480765,UNBO-2345,Automation - add utocomplete to form fields (form builder) Custom Form / Newsletter Signup
480762,UNBO-2344,Roll back percy cli to 1.18.0 to investigate SecurityError: Failed to execute 'toDataURL'
480633,UNBO-2343,Remove cy.request ignore failed status codes on studio launch
480609,UNBO-2342,Callout text
480608,UNBO-2341,Promo list variant
480603,UNBO-2340,Message block variants
480598,UNBO-2339,Highlight text
480597,UNBO-2338,Statement variant 
480594,UNBO-2337,Tower promo
480592,UNBO-2336,Content Chapters and Chapter Nav
480591,UNBO-2335,Hero section
480588,UNBO-2334,Feature pale grey variant 
480584,UNBO-2333,Rowblock purple variant 
480582,UNBO-2332,Add orchid purple section variant 
480581,UNBO-2331,Add forest green section variant 
480576,UNBO-2330,IR equity components 
480571,UNBO-2329,Location selector page redesign for additional sites
480510,UNBO-2328,Update Percy validation verfiySearchFiltersHaveLoaded for new Search X Results code
480195,UNBO-2327,Add additional languages to sanity
480157,UNBO-2326,Home page video buttons tabbing order
480127,UNBO-2325,Improve Studio -> Media Percy validate all items have loaded
480061,UNBO-2324,Add redirect for the following PDF's
480031,UNBO-2323,Review QA failures
479883,UNBO-2322," News feed - driven by a Business Group, Topic or Tag"
479858,UNBO-2321,Float right components to be excluded from screen reader read out 
479856,UNBO-2320,Remove dates from Initiatives on Take Action page
479855,UNBO-2319,Remove reading times from news articles 
479834,UNBO-2318,Images are being replaced with a blank video
479779,UNBO-2317,Investigate Percy errors in QA smoke tests
479771,UNBO-2316,Upgrade @percy/cli 1.21.0 -> 1.23.0
479544,UNBO-2315,AbilityNet UAT - Add autocomplete to form fields (form builder) Contact Us Salesforce
479455,UNBO-2314,Image on WIOP site blocking text 
